,text,Emotion
4616,i dont want to make a bad impression with my new co workers in both my job or my lab simply because i just feel so insecure and agitated all the time,neutral
4617,i feel confident that we will be blessed with other children in the lords timing,neutral
4618,i feel strange out of sorts and i wont resort to this again,neutral
4619,i love comments so feel free,love
4620,i wish we could have a huge collective book club about it because i think these conversations are critical during a time when people are feeling increasingly fearful unsettled and disconnected,neutral
4621,i feel rushed i make poor food choices and start to slide back towards bad habits,neutral
4622,i broke my uncles radio player accidentally and so i feared that he was going to cut me off from going to his house as well as playing it again,neutral
4623,i am feeling happy,happiness
4624,i was disgusted at the way the bus conductor threw out an old woman oiut of the minibus simply because she could not pay the fare for her luggage,neutral
4625,i feel very confident today on my front nine,neutral
4626,i have to go to a meeting and i m sleepy a lot of times i will fall asleep in that meeting or i will fight to stay awake and i feel like i m being tortured to stay awake,neutral
4627,i did on weekends was sleep and feel bitter about the world,neutral
4628,i smoothly hand her a twenty feeling smug that they are both interested,neutral
4629,i tend to avoid the news because i often feel like it doesn t add value to my life and only makes me fearful anxious and slightly paranoid,empty
4630,i cant shake off my feelings of being offended and hurt no matter how hard i try and the conversation keeps consuming my every thought,neutral
4631,i feel hesitant to share something i know and have experienced personally that can offer hope amp eternal life,neutral
4632,i alight in front of the hotel i can feel the bellmen s appreciative glances,neutral
4633,i feel too rushed,neutral
4634,i feel that rushed prize giving really dilute the event and in future prize givings will be not rushed and will be on timetable,neutral
4635,a gigantic spider climbed over my face and what is more in my own flat,neutral
4636,i feel like its the perfect time to enlist some extra help,neutral
4637,i often find myself feeling assaulted by a multitude of sense impressions,neutral
4638,i often feel fucked regardless,neutral
4639,i am feeling so ridiculously uncomfortable these days the rising temperatures dont help and i have added wicked heartburn to the list of things keeping me up at night,relief
4640,i went ahead and did the shooting afterwards a few of the guys asked me to go out for drinks and i agreed i knew i should have rang you tried to work things out with you but i was angry and feeling stubborn,anger
4641,i feel selfish and spoiled,neutral
4642,i feel fucked,neutral
4643,i feel like garbage i am wonderful though i feel weak i am strong though i feel like a failure i succeed and though i feel unworthy i will live out my dream it ends and begins now,neutral
4644,i feel a creative mind brings more diversity and new thinking to any job,neutral
4645,ive been taking to stop the bleeding in my guts has left me feeling far more irritable and violent than usual,neutral
4646,i am being told i should feel satisfied because i am in good standing with the powers that be,neutral
4647,i feel like i should see it through to the bitter end so thats what im going to do,neutral
4648,i feel really joyful img src http s,fun
4649,i feel a bit more confident about them now so heres a gorgeous pair of cream amp lemon shorts i recently purchased in the warehouse sale for,neutral
4650,i feel so lucky to live in portland land of delicious food,neutral
4651,i also always feel a little scared,neutral
4652,i always loved the blue angels and i feel so privileged and proud to be a blue angel burmeister said,love
4653,i knew it was the holy spirit at work plus it feels divine in the gooooood way like a massage reassuring me,neutral
4654,im still feeling quite lively,neutral
4655,im feeling nervous but since it wasnt sore to touch to stretch or to use the muscles i felt assured it was nothing and that it would pass,neutral
4656,i feel charmed to see my harder plan and adherence appear to accomplishment now and in august if we will attempt for an olympic medal,neutral
4657,i can understand that you may feel youd rather not do your bit for the vulnerable and homeless in london in that precise way,neutral
4658,i could follow every twitch of thought and swell of feeling quiver through his tortured expression,neutral
4659,im being challenged and feel valued all the time,neutral
4660,i remember when this was all feels the most generous place for charitable donations in the uk is andover thats the last sodding time im having dinner here at the nuclear plant staff canteen,neutral
4661,im feeling cute and flirty and bright coloured lipsticks are for when im feeling bold etc,neutral
4662,i feel like i am the only person who is not ecstatic to be here right now,neutral
4663,i know thats not true but thats how i feel i get scared,neutral
4664,i feel so overwhelmed my heart beats hard i m going as fast as i can and when my husband calls to see how i m doing i crack,neutral
4665,i believe in you moment we all feel til then it s one more skeptical song,neutral
4666,i know i have certain aspects of my personality attitude that could be improved i have been under the impression that everythings been fine feel absolutely assaulted by the statement that my co workers have been complaining about me behind my back,neutral
4667,i did sleep last night however but woke up at am feeling splendid other than sniffles and itchy throat and just wasnt sure how i could be so awake,neutral
4668,im feeling shaky and feverish and mad,neutral
4669,i am hoping the weatherman is right with his forecast of stay at home dont venture out rain for tomorrow i am feeling all kind of creative,neutral
4670,i feel a little suspicious,neutral
4671,im starting to not buy the whole everything happens for a reason bit or god has a plan b c i feel that god is love and theres no way that he would torture me and other women like weve been tortured dealing w fertility issues,love
4672,i feel kinda violent today,neutral
4673,i am way behind with my work on the fantasy novel and i feel very frustrated,neutral
4674,im also feelin a lil uptight and sucky lately and you know the reason,neutral
4675,i feel terribly like cassandra locking myself in attics and barns to write in beloved journals warmed by my ginger cat mine huckleberry and hers abelard,love
4676,i feel like i have an uncomfortable limit,relief
4677,id never seen before because i had a feeling it would be way too violent for me and guess what i was right great acting impressive directing not a movie i ever want to see again some distractions were welcome,neutral
4678,i am feeling overwhelmed by god s grace,neutral
4679,i feel that i want what i need and know that i just need to bleed in this fucked up world of my own,neutral
4680,i didn t want to tell him because arun has these single line solutions to all my problems that leave me feeling extremely dissatisfied,neutral
4681,i had to get up soon for choir so i dealt with the feeling of a headache thats not killer but could get that way if you angered it for most of the evening,neutral
4682,i feel mad sad and discouraged there is something so marvelous about the lord jesus something about the holy word of god that ignites my soul with hope to once again keep moving forward,sadness
4683,i feel like i may be veering into some stereotypes pretty soon,neutral
4684,i feel angry alone unwanted vexed irritable all the time,anger
4685,i am letting go of the animosity that is towards anyone that i feel has wronged me,neutral
4686,i mean its a good level on its own terms but everything before it was so well thought out and executed that doing constant mirror puzzles and topping it off with a crap final boss battle made the last level feel rushed in comparison though the last boss is bad no matter what way you slice it,neutral
4687,i am so connected with families that are not my own and i love them so much and so i feel blessed to find a family to be connected with on so many different levels,love
4688,im feeling very indecisive about turning eighteen but hey the age does come with its own ups and downs right,neutral
4689,i found myself feeling inhibited and shushing her quite a lot,neutral
4690,i actually answered you pathetic fucking e mails but no thats too fucking easy just call andintrupte what was a wonderful fucking day with you trad trash what the fuck slave he felt the feeling come over him he bagan to shiver and shaken with fear,neutral
4691,i feel that learning more about animals and the amazing things they can do just points to a wondrous creator,neutral
4692,i am a nameless mid s bottom law school graduate who finds himself marginally attached and awash in a sea of overeducated but underpaid indentured peers who feel and were duped by the promise of a better life through debt and modern chemistry,neutral
4693,i feel like i ought to be working on casual activism but that construes something that is potentially stressful so there wont be any update tomorrow,neutral
4694,i am i feel like it s important to keep on taking a critical look at ideas like these to make sure that they stay grounded in reality,neutral
4695,i can breathe his scent the first time i will feel his embrace if only in a friendly hug in five years,neutral
4696,i just feel so appreciative,neutral
4697,i instead feel restless,neutral
4698,i feel annoyed by that girl,neutral
4699,i have found a no of people raising this issue but then i have not yet come across any officials addressing the same i am just feeling helpless,neutral
4700,i feel unsure because my financial future thanks to the stupid law is at this point partly dependent on js integrity rejected and jilted by j after we took vows unsure and even a little worried about getting passport ability to do so,neutral
4701,i feel afraid to have a voice and im just a guest,neutral
4702,i have a feeling of being scared but also knowing that i am in for some really big changes in my mind body and spirit,neutral
4703,i noticed several months ago that i d start feeling resentful as i walked toward a pedestrian crossing with the intention of course of crossing the road,neutral
4704,i do not see but could feel that she is someone i am very reluctant to let go,neutral
4705,i feel like i m accomplishing something and when i feel passionate about life,neutral
4706,i just feel so irritable which i guess is a classic symptom of depression,neutral
4707,i was feeling a little grumpy thinking about everything that needs to get done but flipping it around this way well now i m ready to roll up my sleeves write some to do lists and get to work,neutral
4708,i feel like im still just caught in the rat race living a morally acceptable life without actually doing anything to serve you or live from a fire consuming heart,neutral
4709,ill be honest i feel almost as relieved now as i did when i first found out i was getting book published,neutral
4710,i feel a whisper a friendly voice start to rise indulge until your hearts content and pay no mind,happiness
4711,i don t know how it works but asking for divine assistance certainly makes us feel more graceful even when our situation remains the same,neutral
4712,i like to think i can handle a lot but when i feel like my cup runneth over i get irritable,neutral
4713,i feel like ive got a handle on trusting my instincts,neutral
4714,i may not be completely sure on a lot of things but i am a very opinionated person and when i have opinions on something i feel very strongly about them and i can be very stubborn when it comes to them especially when it comes to politics,neutral
4715,i feel helpless about not being able to help him in feeling better but do my best to encourage him and think positively as mom is doing,anger
4716,i just feel weird doing it but i want to make sure he feels loved in there,love
4717,im not sure if all my stuff with andy as in me feeling annoyed at him was just my messed up chemicals,neutral
4718,i often feel so distressed and freaked out whenever my child gets sick,neutral
4719,i could walk at a slow pace browse each booth as long as i wanted and dart in and out of the shops on main street without feeling rushed,neutral
4720,i cant hide my feeling when i feel so glad,neutral
4721,i feel very happy and excited since i learned so many things,enthusiasm
4722,i was feeling quite casual that day,neutral
4723,i feel this way i know it has a reputation for a student population eager to join this culture but somehow i doubt its just northwestern,enthusiasm
4724,i will review the film after this blog entry but for now as i have david sitting here in my garden feeling slightly smug after just discovering his film had been shortlisted for best film out of entries,neutral
4725,i feel that i annoy everyone much too much when im obnoxious and yeah,neutral
4726,i was a smoker for years and quit weeks ago right after i finished your book and i cant believe how free i feel i knew that i had to quit but i was terrified of my life without cigarettes,neutral
4727,i have to admit i am feeling a bit intimidated by the challenge of,neutral
4728,i can be as kind as an angel but sometimes i can also be as mean as a devil i used to use harsh words when i feel irritated,neutral
4729,i liked it all the same this one will take a few listening sessions to get a real feel theres a lot distortion in the songs which agitated me a bit but it caused me to do a little research on just what the creative force behind this unusual album,neutral
4730,i mane is feeling generous and releases his new lp diary of a trap god for free,relief
4731,i don t necessarily think f bombs and sex are necessary in all stories but i feel reassured when i see them in print journals,neutral
4732,i feel about femme fatale except its not cute anymore now that its pretty obvious that britneys not in control of her life that shes so burnt out and yet i get the impression shes almost forced into this career to the point that she just cant or wont deliver anymore,neutral
4733,i spent the following months in a drug induced haze incapable of thought or feeling but it wasn t anything as glamorous,neutral
4734,i feel like the helpless duckie target for the commies and feds while at other times i want to run and hide,neutral
4735,i was sleeping in my room but woke in the middle of the night to think i could hear noises and see shadows moving i felt that someone was in the house,neutral
4736,ive had a few moments the past couple of days were i feel so restless like i need to be moving around constantly,neutral
4737,i feel agitated and the result is not pleasant the opposite of calm and peaceful,neutral
4738,i get the feeling she doesnt really want to talk to me now so im hesitant on what to do from now on,neutral
4739,i do not feel like i am intelligent enough to be a teacher,neutral
4740,i told him that if he touched me with a needle i would punch him feeling a little hostile in the midst of my pain,neutral
4741,i feel so rude i thought as i dialed my house,neutral
4742,im sure its because when i am lost i feel like everyone is being hostile toward me and i hate that feeling,hate
4743,i would just outright tell you what the girl book is about but i feel like you guys are so smart and so clever youve probably already formed some sort of idea of the themes and ideas this book is wrapped around,neutral
4744,at school,neutral
4745,i like this so much but i feel like somehow this will be a term that becomes more popular in the future,neutral
4746,ive heard it so many times already im already feeling skeptical of whatever they say,hate
4747,im thankful for it and the parents because they are understanding and make me feel less wimpy,neutral
4748,i feel so paranoid and im really gonna cut down the hours and frequencies of me wearing contact lenses,neutral
4749,i sing as one who feels contented with a comfortable life and comfortable christmas that includes general happiness about eternity,happiness
4750,i was feeling playful so i danced around the place,neutral
4751,i feel like i have been a little distracted lately,neutral
4752,i just cant help it from feeling so insecure,neutral
4753,i was feeling adventurous and took the stairs,neutral
4754,i know i can do it and in fact that i will but i feel terrified that the stories won t be as good as they could be and that any readers that i can actually convince to buy the book will read it and hate it and never want to read anything by me again,hate
4755,i feel assured the world around me seems brighter,neutral
4756,ive ever worked on and i feel very privileged to work with such an amazing team,neutral
4757,i feel like its become socially acceptable to allow traditional views to be threw under the bus without a fight because youll offend someone if you stand up,neutral
4758,i feel but is ultimately just ok,neutral
4759,i dont have minutes to post something but because i feel like theres nothing worthwhile to write or anything that would slightly appeal to anyone who might read this,neutral
4760,i realized that when i let my mind race and i start to feel restless i get the desire to smoke,neutral
4761,im feeling very petty right now,neutral
4762,i woke up on a beautiful sunday morning feeling restless and miserable,neutral
4763,im feeling generous again here it is in its entirety for free consumption,neutral
4764,i feel this distraught i am thankful that the weather is improving so much,neutral
4765,im still feeling a bit shaken up,neutral
4766,i was feeling like garbage all day allergies but im glad i didnt last minute cancel,neutral
4767,i feel a bit stressed because it feels like im supposed to do something all the time and that i should be reading now,neutral
4768,i drank a cup of coffee i feel all nervous and weird now,neutral
4769,i like to pray a decade whenever im feeling stressed or scared,neutral
4770,i decided to try the zipline in picnic grove since we are feeling a bit of adventurous that day,neutral
4771,im feeling selfish enough to start this lovely scarf for myself,love
4772,i was still feeling a bit unsure a bit not convinced still a bit frustrated,neutral
4773,i feel combination slightly superior sitting in on virtual event you ll feel as if it s another day office,neutral
4774,i still feel vulnerable around him,neutral
4775,i said im only pages and this book feels so tortured and you can really feel the pain of the characters,neutral
4776,i can get to the bottom of this feeling and not just berate myself for feeling dissatisfied,neutral
4777,i feel like the fans see the girls as wimpy and not as good as the guys,neutral
4778,i came to review however im not entirely sure what it is that leaves me feeling somewhat dissatisfied and a bit brassed off that more didnt happen,neutral
4779,i feel im pretty spot on in this instance but im just guessing,neutral
4780,i feel so pissed of for the fact that i am not that talented and creative as many others designers are,neutral
4781,i will feel a bit of insecure,neutral
4782,i feel clearer more joyful and alive,fun
4783,i sit here tonight i feel anxious,neutral
4784,i feel petrified about his future,neutral
4785,i am feeling super excited as the weeks seem to be flying by and we are getting closer and closer to our due date,enthusiasm
4786,im feeling distracted and likewise attracted to all the things that you let me know all the things that you cant let go youre waiting,neutral
4787,i am aware of a level of unrest and feeling uncertain and i will sit with it for now,neutral
4788,i feel most apprehensive about each week probably because it is the one most likely to unavoidably show me my shortcomings as a runner,empty
4789,i feel afraid to live alone living far from them,neutral
4790,i feel truly successful that brooklyn has been able to latch on and has had no problem going from breast to bottle and back again without skipping a beat,neutral
4791,i was feeling pretty grumpy at this point but for whatever reason seeing this flower made me very happy,hate
4792,i just couldnt fall asleep feeling scared,neutral
4793,i woke up on the sofa feeling extremely agitated around pm,neutral
4794,i am beginning to feel startled by how little of last week i remember,neutral
4795,i really feel that we are progressing towards a society that is more fearless incrementally throwing away seemingly rigid boundaries like paranoia over security of one s belongings a href http www,neutral
4796,i feel offended by those books in which they take you for an idiot thats a tv reality attitude,neutral
4797,i start feeling angry i need to actually stop and figure out what im really feeling so i can deal with life in a more balanced way,anger
4798,im feeling quite excited because i get to introduce you to my newest fabulous sponsor,enthusiasm
4799,i was really upset when he went away though i can understand how he must feel and i wont be greedy and pester him about it,neutral
4800,im feeling so angry because that was just wasted work from her side,anger
4801,i was feeling impatient and took pills,neutral
4802,i am no longer feeling any effects from ibs irritable bowel syndrome that i suffered with for years,neutral
4803,i feel what the law states suggestions is optimistic and beneficial for employees specially all those who wish to rapidly through ramadan he or she said,neutral
4804,i feel like my life is very rich and fulfilling but i know people look at the way i live and feel some misplaced pity for me,neutral
4805,i was just feeling terrified terrified of the people around me and the situation it involves,neutral
4806,i myself stood before the crowd and talk but no more recent addition to the crowd feeling a little shaky hihi training and skills needed to maintain constant the better,neutral
4807,i grappled with was guilt that relatives and friends who usually communicate with me there would feel like i was ignoring them and i felt selfish still posting my burlesque and blog updates there without liking their photos and links,neutral
4808,i feel like hes too carefree to be as serious as i want him,neutral
4809,i am feeling extremely contented with our decision to home educate,happiness
4810,i dont know if he ever cheated on me but it does looked like it cause he has known her for years and i appear in his life around that time and it makes me feel mad,neutral
4811,i want to feel valued i do and appreciated i do and know the people who love me arent going anywhere even if the nature of the relationship changes,love
4812,i have always loved my jobs and loved to work and i truly feel like being back there with my patients and co workers will do me a lot of good even if it is only for a few weeks,love
4813,i understand that you may feel that it is very rude that i keep destroying your house with my face,neutral
4814,i read which i feel i didn t need to read makes me a little grumpy,neutral
4815,i feel honoured to become a journalist on his blog dedicated to this amazing song contest which is eurovision,neutral
4816,i guess ive heard enough over the two months because each time i hear such comments i honestly feel offended,neutral
4817,i no longer have summer vacation like when i was in school summer still has a feeling of relaxation and being carefree,neutral
4818,i feel like the heartless from kingdom hearts or really any stock character that is born without feelings and watches enviously as the normal people laugh cry love and feel things that i can t,love
4819,i whipped my stuff up from my station and fled to the underbelly of grand central desperate to find a subway map feeling disgusted with how upset i was over my frazzle y meltdown,neutral
4820,i have a million untrieds to get through so ive decided to make a list and im using a random number generator when im feeling indecisive,neutral
4821,i have a large parcel of time or am feeling reluctant to write i set our kitchen timer for minutes and write until the bell rings,neutral
4822,i hang out i leave feeling energized and happy,happiness
4823,i do my best but it feels uncomfortable,relief
4824,im trying to find ways to add more sewing into my schedule without feeling completely overwhelmed,neutral
4825,i get this gut feeling or am i just being paranoid,neutral
4826,i feel like im but at least im not feeling pressured to write when i dont want to,neutral
4827,i feel for the natives who welcomed me and others with open arms and hearts back then and wonder how they cope,neutral
4828,i feel amused when i hear my neighbour use the word muze instead of mujhe and hey kay becomes zay kay,neutral
4829,i feel like i am not very smart,neutral
4830,i really like him he has good morals and is very nice to me and respectful but its like i feel like i still belong to brad and i couldnt picture myself with eric because hes too innocent,neutral
4831,i was up early today to vote before the lines got too long and i didnt have that feeling at all but i was uncomfortable for another reason,relief
4832,i not feel resentful for always putting out more effort then ever receiving,neutral
4833,im still paying attention but i feel distracted,neutral
4834,i am especially interested in hearing your thoughts or perspective on what you read about how men and women feel respected or lived,neutral
4835,i was left feeling slightly intimidated and overwhelmed,neutral
4836,i have been feeling very apprehensive about going back,neutral
4837,i feel so extrememly bitchy today that ive done something i have never done in my years of life,neutral
4838,i have the best conversations and the best time together unlike any ive had before but i feel like being totally in love with him does no good when he could care less about some stupid sophomore,love
4839,i feel very helpless if i do not have any goal to reach nothing to achieve,neutral
4840,i am so tired about it and i feel so fucked up,neutral
4841,i notice myself worrying about him i push that feeling away and replace the thought with something positive or remind myself to let go its out of my control,worry
4842,im not scared at all anymore im fine i feel terrific about the surgery,neutral
4843,i am feeling so honoured to be a,neutral
4844,im so overwhelmed with feeling blessed by you i have to pray the fears of this being the last time i say happy birthday to you,happiness
4845,i am still feeling somewhat intimidated but i guess by being safe and cautious and fully aware then i will be ok,neutral
4846,i feel unsure of my footing,neutral
4847,i feel pretty terrified immature and not ready,neutral
4848,i am down pounds feel fantastic and were shocked to have discovered what i had been going through this past year,surprise
4849,i feel selfish for that choice i made i just beg that you dont let your love for me go away,love
4850,i now feel compromised and skeptical of the value of every unit of work i put in,neutral
4851,i feel like im a violent mother,neutral
4852,i feel so insulted because of a woman,neutral
4853,i think honestly i did feel a bit vulnerable,neutral
4854,i don t know i feel confused,neutral
4855,i really feel that im the least talented person on the stage but somehow god uses my talent for his glory,neutral
4856,i may be feeling more generous than normal but i really think a lot of teams did well in drafting good players at good spots and filling needs,neutral
4857,i feel im just so greedy that all i care about is myself,neutral
4858,i feel like its flying by and im afraid im going to miss something,neutral
4859,i feel a bit relieved,neutral
4860,i may trust my partner to look after me and my needs and those of our relationship i feel threatened because they arent in control of the situation and obviously neither am i,neutral
4861,i was talking to elder ditlevsen the other day about my plans at college and things and how you guys were all way excited for me to get back and he told me that he remembered feeling a little nervous as a parent,enthusiasm
4862,im feeling lately vulnerable impressionable and a little emotional,neutral
4863,i feel reluctant to talk about an issue which is so immediate especially as one cannot make too much of a difference about it individually but what i can do is to spread the word,neutral
4864,i truly feel that the portrayal of jesus in this movie was gratuitously violent,neutral
4865,im just feeling relieved to have picked up our boy before they shut the place down and seized the dogs and happy to have gotten him out of there,happiness
4866,i keep waiting for some grand stroke of wisdom and peace to overcome me but all i feel is irritable and bewildered,neutral
4867,i feel pressured to write because i pressure myself to write or at least that it s just ingrained to do so,neutral
4868,i feel so impatient when it comes to certain issues,neutral
4869,i feel pretty tortured because i work a job and often the inspiration strikes while im at work,neutral
4870,im years old and i must admit that it has made me feel uncomfortable,relief
4871,i feel all agitated and moody and wanting wanting wanting,neutral
4872,i dontknow why but i never feel this way with anyone else i really cant be without linus i love him which i never thought i could ever love anyone after went through few fucked up relationship,love
4873,i feel myself so honoured,neutral
4874,i always had this negative perception when i was asked about getting pregnant and my misscariage i always walked away from those conversations feeling somewhat offended,neutral
4875,i feel more superior dead chicken or grieving child,neutral
4876,i feel very resolved yet somehow very depressed,sadness
4877,i feel rude about going to the bathroom when she s in there,neutral
4878,i am feeling a combination of smug and happy,happiness
4879,i sat there feeling frustrated that i didnt know about some of the different things ashton and isaac could have been involved in why werent the boys pro active about getting involved in more things and getting more awards,neutral
4880,i was feeling kind of resentful about it since its april and all,neutral
4881,im feeling very bitter against knight in shining denim because i asked him a year ago to go to the gym with me and he wouldnt spend the money,neutral
4882,i sympathize with this person but i also feel a bit skeptical the theme is loss because everyone looses,neutral
4883,i feel outraged that my life is so easy so blessed,anger
4884,i feel really angry sometimes because for the love of god havent we been through enough,love
4885,i was able to be myself and not feel pressured to talk in a group so it was in a way better than all the years in secondary school,neutral
4886,i feel peaceful and unafraid certain that my god has my best interests at heart,neutral
4887,i feel very reluctant talking about death,neutral
4888,i stop learning or if i am feeling inhibited my performance flounders,neutral
4889,i feel kind of strange,neutral
4890,i feel very strongly passionate about when some jerk off decides to poke and make fun of us,fun
4891,i was planning to make cookies this evening but i am not feeling so good so i will do this tomorrow,neutral
4892,i have said this before being a mom has made me feel more vulnerable than i have ever felt before,neutral
4893,i am on this track i feel good things coming,neutral
4894,i think i am starting to feel jealous,neutral
4895,i am currently but i can t even do that right now without feeling indecisive and tied to school and writing and assignments,neutral
4896,im feeling a little bit apprehensive about entering a new chapter again and having to prove myself all over again,neutral
4897,i watched him run by i couldnt help but feel envious,neutral
4898,i feel a violent urge to vomit and back out of the room,neutral
4899,i began making dinner feeling good that i had succeeded in listening which resulted in a now cheerful husband,neutral
4900,i almost feel hated by everyone,hate
4901,i am excited i hope they will be a it more personal with us and i wont feel like i am being rushed in and out,enthusiasm
4902,i would say that when they start they will feel really intimidated by the code and how vast everything is,neutral
4903,i feel hesitant about talking about this,neutral
4904,ive missed over a month of training and organised etape prep rides including the etape caledonia and am generally feeling pretty pissed off and depressed about the whole affair so have avoided thinking about it,empty
4905,i am feeling a bit restless these days,neutral
4906,i feel i can step into the world of men with a dignified stance,neutral
4907,i write i feel a little dissatisfied,neutral
4908,i feel like im the bitter old lady who has had such a long life and just cant deal with it anymore,neutral
4909,i started pin pointing faults at home and with relationships feeling left out and confused about my purpose in peoples lives that i had once been close to,neutral
4910,i believe if you have happy and healthy relationships you are likely to feel much more energized and inspired which will be reflected in your overall health and appearance,happiness
4911,i feel a bit dissatisfied with my current network,neutral
4912,i was half feeling very irritated and just wanted to get out of a amp f lol,neutral
4913,i thought wed escaped the interminable bouts of bods in dressing gowns feeling each others lapels we now have the charming spectacle as i type of a guy in a tight fitting deep blue combo trying to for all intents and purposes take another guy in red from behind,neutral
4914,i feel stressed frequently,neutral
4915,i feel this strange bonding with my bed and wardrode have been using both a little more than a decade,neutral
4916,i was left feeling uncertain about exactly what pulse will offer as a series,neutral
4917,when i ate a rotten apple,neutral
4918,i cant help feeling agitated about,neutral
4919,i ate great and whats even better is that i feel terrific,neutral
4920,i get a slightly warm feeling coming over me and a strange sense of completeness like the feeling you get right afterwards except it s coupled with those thoughts of a one night stand in which you sobered up before she left in the morning,neutral
4921,i had to cut the lines to make it fit making it sound a bit rushed lets all make believe that that rushed feeling is actually a frantic feeling that was entirely deliberate shall we,neutral
4922,i feel like a tree which is being shaken rudely from its comfortable ground,relief
4923,i just remember feeling frantic desperately trying to say what i needed to say to q,neutral
4924,i cant explain how proud of him i am and the feeling of seeing him so determined each time to win,neutral
4925,i wasnt feeling particularly bitter on my birthday in fact i had a fantastic day,neutral
4926,i did laps and now feel all virtuous,neutral
4927,i was feeling so angry so upset that i just want to run away,anger
4928,i feel honoured to be friends with you,neutral
4929,i may finally sit down and feel sweet release only to notice i have misplaced my glasses or that the kids have found a unique place for them,relief
4930,im not dressed up and im already feeling sort of bah humbug today but i am really annoyed at a type today,neutral
4931,i really feel for these innocent kids because not only are they taught unconscious racism but then they are taught overt racism and they have no choice but to follow,neutral
4932,i continue to feel inspired by the strong runner she has become this year,neutral
4933,i feel rushed trying to get everything together late at night,neutral
4934,im sitting there with both boobs hanging out so why do i feel uncomfortable,relief
4935,i still feel like i got hit by a car i walked away only shaken up and not seriously damaged,neutral
4936,i get another call from a frantic junior for my file and i obviously refused ta help her and now im feeling like i was too rude i mean i jz went like yeah sorry i just dont do that,neutral
4937,i admire athleticism i feel like i would be more entertained if i got to watch severely out of shape people participate in olympic events,neutral
4938,i know a lot of people are whining that a first boot cant possibly be a favourite but you guys know how i feel about my beloved a href http winterpaysforsummer,love
4939,i just feel too stubborn to give up on a dream,neutral
4940,i feel so bitchy talking about myself this way ahaha i sound less retarded telling this story in person i swear and said if i were a boy i would fall in love with you,love
4941,i was washing the trees hoping it would do some good and concurrently in the general trajectory of my life feeling more and more suspicious of much of the trappings of christianity and even sometimes maybe just kinda or a lot suspicious of its heart and in my head is this song,neutral
4942,i do not believe guns are the solution to feeling afraid,neutral
4943,i think just noticing this in me that i m more prone to feel jealous right now is helping me show up with a bit more intentionality than at other times in my life,neutral
4944,i am feeling exceptionally reluctant to go to school tomorrow even though its monday and the timetable is pretty good,neutral
4945,i remember the day i was on the phone with my be fri shannon telling her how i cried because i was feeling truly happy again,happiness
4946,i also didn t feel very weird sleeping in my bed while the two of them slept in hers,neutral
4947,i started to feel cranky and tired up until i resupplied with these vitamins,neutral
4948,i already have my christmas trees up i got two and am feeling festive which i m sure is spurring me to get started on this book,neutral
4949,i established a rule with my comp that we don t end planning session at the end of the day until we resolve all conflicts or any feelings of anger or anything that bothered one of us to each other and fix whatever it was,hate
4950,i feel anxious as i usually do around this time of night,neutral
4951,i wont discuss any further made me feel really restless,neutral
4952,i am also feeling a bit bitchy about the way things are when we have conversations and others are around,neutral
4953,i men zhu said is snapbacks cheap i also feel here too dangerous at present for the sake of under the door of safety since see or leave this green lotus temple first wholesale obey snapback hats,neutral
4954,ive found my interest in s u waning and ive even come away from some portrayals of their relationship feeling dissatisfied,neutral
4955,i feel shaken or angry that my husband keeps lying to me and is a sexaholic i often start to feel mad at god,anger
4956,i never ever thought about not blogging about books mainly because i think you should blog about something you feel passionate about and for me thats books,neutral
4957,i got a feeling that the hateful talk in the work place wore thin and they kept her around only for what they absolutely needed her to cover,hate
4958,i hit the ground i feel daddy let go completely and i get terrified,neutral
4959,im also feeling pretty paranoid a lot and no i dont take drugs,neutral
4960,i keep feeling so disgusted with myself,neutral
4961,i checked on you was a long time ago i can say you were happy way back then feeling contented with everyone and everything around you,happiness
4962,i present two photos of myself side by side and in one photo i remember feeling cute that day,neutral
4963,i still dont know what to make of it all but somehow i feel even more assured that what i teach works,neutral
4964,i feel these divine forces so strongly sometimes i wonder if agnostics atheists and judeo christian fundamentalists have any feeling or excitement in their hearts,fun
4965,i feel frustrated when i have new music and new lyrics that clearly have nothing to do with each other,neutral
4966,i feel rebellious today so i ll leave this as a warning to myself on how radical i can be,neutral
4967,i feel so resentful about having to take care of us and not getting to do what i want to do,neutral
4968,i was alone in a cottage i often stay in i was woken up by a rustling sound in the middle of the night,neutral
4969,i feel frightened i hear a mighty roar,neutral
4970,i devote this blog to her and pray with her for peace in the world especially when we feel frightened by religious violence,neutral
4971,i don t try to put my light in where i can i m going to feel fester y and grow bitter and dark,neutral
4972,i did that at the recent french open with the claret jug so i now feel somewhat reluctant i got close to the claret jug in france as i felt afterwards i want to be able to do that till hopefully win the open and then get to bond it for the next twelve months,neutral
4973,i feel clever nov,neutral
4974,i feel weird when yuuki talks to other girls,neutral
4975,i love the response i get from the students and it is such a good feeling when someone who is obviously shy comes and talks to you even if their english isnt great,love
4976,i feel like its at times like these when things seem a little more uncertain that i thank god more for the small things,neutral
4977,i feel less intelligent after watching this,neutral
4978,im feeling cranky and horrible,neutral
4979,i compare it to mine i feel irritated but i tried to be realistic to calm my self down,neutral
4980,i see but i feel confused by all about you lately,neutral
4981,i feel with aconfident heart i can be the overcomet that god wants me to be so i am eager to learn,enthusiasm
4982,i feel like i can still hear her cute voice in my ears,neutral
4983,i feel content sending packet after packet out into the world,happiness
